WigleWifi-1.4,appRelease=2.25,model=GT-N7100,release=4.4.2,device=t03g,display=Android Revolution HD 31.0 by mike1986,board=smdk4x12,brand=samsung,,,
28:80:23:d2:10:0a,HP-Print-0A-Officejet 6700,[WPA2-PSK-CCMP][ESS],03/11/2017 18:48:27,1,-90,32.25545038,34.92305943,67.43007791,24,WIFI
d0:84:b0:fe:c2:95,bat71,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],03/11/2017 18:48:27,1,-90,32.25545038,34.92305943,67.43007791,24,WIFI
a0:8c:fd:41:4e:c2,DIRECT-C1-HP DeskJet 4670 series,[WPA2-PSK-CCMP][ESS],03/11/2017 18:48:27,6,-92,32.25545038,34.92305943,67.43007791,24,WIFI
10:fe:ed:ca:8a:ae,gn1,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],03/11/2017 18:48:27,8,-94,32.25545038,34.92305943,67.43007791,24,WIFI
80:1f:02:4d:eb:6c,Sheffer,[WEP][ESS],03/11/2017 18:48:27,11,-94,32.25545038,34.92305943,67.43007791,24,WIFI
ec:08:6b:bc:68:0f,YAHAV_5GHz,[WPA2-PSK-CCMP][WPS][ESS],03/11/2017 18:48:30,40,-85,32.25568806,34.9232719,65.16584733,24,WIFI
ec:08:6b:bc:68:0d,YAHAV_2.4GHz,[WPA2-PSK-CCMP][WPS][ESS],03/11/2017 18:48:30,1,-86,32.25568806,34.9232719,65.16584733,24,WIFI
d8:42:ac:11:07:8e,Shwartzberg,[WPA2-PSK-CCMP][WPS][ESS],03/11/2017 18:48:30,2,-87,32.25568806,34.9232719,65.16584733,24,WIFI
ec:08:6b:77:c4:75,Home59,[WPA2-PSK-CCMP+TKIP][WPS][ESS],03/11/2017 18:48:30,11,-91,32.25568806,34.9232719,65.16584733,24,WIFI
3c:1e:04:03:97:74,Sharon_2.4,[WPA2-PSK-CCMP][ESS],03/11/2017 18:48:30,1,-93,32.25568806,34.9232719,65.16584733,24,WIFI
7c:03:4c:ba:97:7b,home,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],03/11/2017 18:48:30,11,-96,32.25568806,34.9232719,65.16584733,24,WIFI
fa:8f:ca:64:21:fa,,[ESS],03/11/2017 18:48:30,11,-94,32.25568806,34.9232719,65.16584733,24,WIFI
d8:42:ac:11:07:8e,Shwartzberg,[WPA2-PSK-CCMP][WPS][ESS],03/11/2017 18:48:33,2,-73,32.25595142,34.92347259,62.51274481,24,WIFI
f4:f2:6d:6d:81:17,AluTheKing,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],03/11/2017 18:48:33,11,-84,32.25595142,34.92347259,62.51274481,24,WIFI
c4:12:f5:f7:15:f2,Home59,[WPA2-PSK-CCMP][ESS],03/11/2017 18:48:33,11,-89,32.25595142,34.92347259,62.51274481,24,WIFI
10:5a:f7:0a:87:e9,Tova_2.4,[WPA2-PSK-CCMP][ESS],03/11/2017 18:48:33,1,-89,32.25595142,34.92347259,62.51274481,24,WIFI
80:1f:02:51:39:8a,EdimaxAP,[WPA2-PSK-CCMP][ESS],03/11/2017 18:48:33,11,-89,32.25595142,34.92347259,62.51274481,24,WIFI
00:1e:e5:43:95:d5,linksys,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],03/11/2017 18:48:33,10,-93,32.25595142,34.92347259,62.51274481,24,WIFI
14:af:db:ca:18:6a,BezeqFree,[WPA2-PSK-CCMP][ESS],03/11/2017 18:48:33,5,-95,32.25595142,34.92347259,62.51274481,24,WIFI
14:ae:db:ca:18:6a,Dana,[WPA2-PSK-CCMP][ESS],03/11/2017 18:48:33,5,-95,32.25595142,34.92347259,62.51274481,24,WIFI
fa:8f:ca:7b:72:57,?????,[ESS],03/11/2017 18:48:33,11,-86,32.25595142,34.92347259,62.51274481,24,WIFI
42502_22851_5610699,GOLAN T,UNKNOWN;il,03/11/2017 18:48:33,0,-81,32.25595142,34.92347259,62.51274481,24,GSM
14:af:db:ca:18:6a,BezeqFree,[WPA2-PSK-CCMP][ESS],03/11/2017 18:48:36,5,-90,32.25618129,34.92367687,62.29584524,24,WIFI
14:ae:db:ca:18:6a,Dana,[WPA2-PSK-CCMP][ESS],03/11/2017 18:48:36,5,-89,32.25618129,34.92367687,62.29584524,24,WIFI
fa:8f:ca:7b:72:57,?????,[ESS],03/11/2017 18:48:36,11,-78,32.25618129,34.92367687,62.29584524,24,WIFI
02:01:71:0d:b3:f2,Ami_Hasson,[WPA2-PSK-CCMP][ESS],03/11/2017 18:48:36,11,-90,32.25618129,34.92367687,62.29584524,24,WIFI
14:ae:db:3e:3b:aa,ami_hasson_2.4,[WPA2-PSK-CCMP][ESS],03/11/2017 18:48:36,1,-90,32.25618129,34.92367687,62.29584524,24,WIFI
74:da:39:97:67:e9,Limor13,[WPA2-PSK-CCMP][ESS],03/11/2017 18:48:36,7,-94,32.25618129,34.92367687,62.29584524,24,WIFI
14:ae:db:3e:3b:aa,ami_hasson_2.4,[WPA2-PSK-CCMP][ESS],03/11/2017 18:48:39,1,-83,32.25621618,34.92383156,65.1089002,24,WIFI
e8:ab:fa:10:4e:b7,ORON_FAMILY2,[WPA2-PSK-CCMP][WPS][ESS],03/11/2017 18:48:42,5,-89,32.25628185,34.923981,66.46881782,16,WIFI
14:ae:db:39:a5:5d,JDTEYH,[WPA2-PSK-CCMP][ESS],03/11/2017 18:48:42,6,-95,32.25628185,34.923981,66.46881782,16,WIFI
00:1f:1f:a9:fb:9f,Default,[WPS][ESS],03/11/2017 18:48:42,6,-93,32.25628185,34.923981,66.46881782,16,WIFI
00:1f:1f:a9:fb:9f,Default,[WPS][ESS],03/11/2017 18:48:45,6,-81,32.25641281,34.92397805,64.81898445,12,WIFI
14:ae:db:44:42:6d,tel,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],03/11/2017 18:48:45,11,-94,32.25641281,34.92397805,64.81898445,12,WIFI
14:ae:db:c9:c7:9a,Tamsfamily,[WPA2-PSK-CCMP][ESS],03/11/2017 18:48:45,1,-94,32.25641281,34.92397805,64.81898445,12,WIFI
14:af:db:c9:c7:9a,BezeqFree,[WPA2-PSK-CCMP][ESS],03/11/2017 18:48:45,1,-95,32.25641281,34.92397805,64.81898445,12,WIFI
f8:ab:05:eb:21:37,Eliran,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],03/11/2017 18:48:48,11,-90,32.25661437,34.92394608,64.58855702,16,WIFI
ec:08:6b:9f:84:13,rughugsh,[WPA2-PSK-CCMP][WPS][ESS],03/11/2017 18:48:51,8,-90,32.25693507,34.92399637,64.05072995,24,WIFI
c4:12:f5:1c:52:32,rughugsh-EXT,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],03/11/2017 18:48:51,8,-91,32.25693507,34.92399637,64.05072995,24,WIFI
f8:ab:05:4d:81:e1,HOTFiber-E703,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],03/11/2017 18:48:54,11,-85,32.25731521,34.92408058,63.06096781,16,WIFI
80:1f:02:3c:4f:34,RAZ3,[WPA2-PSK-CCMP-preauth][ESS],03/11/2017 18:48:54,4,-86,32.25731521,34.92408058,63.06096781,16,WIFI
f8:ab:05:4d:82:9f,HOTFiber-E703,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],03/11/2017 18:48:54,11,-90,32.25731521,34.92408058,63.06096781,16,WIFI
e8:fc:af:9a:34:1c,Tamir24_2.4G,[WPA2-PSK-CCMP][WPS][ESS],03/11/2017 18:48:54,1,-92,32.25731521,34.92408058,63.06096781,16,WIFI
c8:d3:ff:f9:50:95,DIRECT-94-HP OfficeJet 6950,[WPA2-PSK-CCMP][WPS][ESS],03/11/2017 18:48:54,4,-96,32.25731521,34.92408058,63.06096781,16,WIFI
6a:fc:af:9a:34:1d,Bezeq Free F0149E,[ESS],03/11/2017 18:48:54,1,-93,32.25731521,34.92408058,63.06096781,16,WIFI
42502_22851_5610699,GOLAN T,UNKNOWN;il,03/11/2017 18:48:54,0,-81,32.25731521,34.92408058,63.06096781,16,GSM
e4:6f:13:71:20:04,a-team1,[WPA2-PSK-CCMP][ESS],03/11/2017 18:48:57,2,-93,32.25761736,34.9241424,62.96353821,16,WIFI
6a:6f:13:71:20:05,BezeqFree,[WPA2-PSK-CCMP][ESS],03/11/2017 18:48:57,2,-93,32.25761736,34.9241424,62.96353821,16,WIFI
b4:ee:b4:fe:32:96,HOTFiber-E703,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],03/11/2017 18:48:57,11,-95,32.25761736,34.9241424,62.96353821,16,WIFI
e2:91:f5:b8:a9:23,Home_EXT,[WPA2-PSK-CCMP][WPS][ESS],03/11/2017 18:49:03,6,-90,32.2580192,34.92424355,58.69589657,16,WIFI
00:18:e7:fc:31:1a,wayneswirelessnetwork,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],03/11/2017 18:49:03,1,-92,32.2580192,34.92424355,58.69589657,16,WIFI
42502_22851_5611385,GOLAN T,HSDPA;il,03/11/2017 18:49:03,0,-85,32.2580192,34.92424355,58.69589657,16,GSM
40:b0:34:89:f8:22,DIRECT-21-HP OfficeJet Pro 6970,[WPA2-PSK-CCMP][WPS][ESS],03/11/2017 18:49:06,1,-93,32.25819851,34.92423239,53.90885738,24,WIFI
42502_22851_5611385,GOLAN T,HSDPA;il,03/11/2017 18:49:10,0,-79,32.25851108,34.92433064,49.42821774,12,GSM
42502_22851_5611388,GOLAN T,HSDPA;il,03/11/2017 18:49:13,0,-73,32.25890098,34.92448413,52.97280377,24,GSM
74:da:38:0e:db:94,maya_2EX,[WPA2-PSK-CCMP-preauth][WPS][ESS],03/11/2017 18:49:16,6,-95,32.25929125,34.92460399,57.94489392,12,WIFI
42502_22851_5611388,GOLAN T,HSDPA;il,03/11/2017 18:49:19,0,-67,32.25969065,34.92473273,58.94363965,16,GSM
c8:3a:35:b0:18:39,TheNinios-up,[WPA2-PSK-CCMP][WPS][ESS],03/11/2017 18:49:22,1,-96,32.26011858,34.92486017,60.74871018,16,WIFI
78:a3:51:1e:e8:24,OpenWrt,[ESS],03/11/2017 18:49:25,1,-94,32.26057182,34.92496277,60.42678251,16,WIFI
42502_22851_5611388,GOLAN T,HSDPA;il,03/11/2017 18:49:28,0,-65,32.26093648,34.92505058,58.4138225,12,GSM
28:6c:07:da:9c:40,Xiaomi_caravan,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],03/11/2017 18:49:37,13,-93,32.26148231,34.9252938,62.56101246,16,WIFI
42502_22851_5611382,GOLAN T,UNKNOWN;il,03/11/2017 18:49:44,0,-61,32.26163119,34.92507009,65.01074697,12,GSM
42502_22851_5581388,GOLAN T,HSDPA;il,03/11/2017 18:49:49,0,-63,32.26164833,34.92456293,66.45554046,24,GSM
14:ae:db:b3:03:55,GalFranses,[WPA2-PSK-CCMP][ESS],03/11/2017 18:49:55,11,-94,32.26174493,34.92355456,66.51956477,24,WIFI
74:ea:3a:fb:4e:06,TP-LINK_FB4E06,[ESS],03/11/2017 18:49:55,1,-98,32.26174493,34.92355456,66.51956477,24,WIFI
42502_22851_5581388,GOLAN T,HSDPA;il,03/11/2017 18:49:55,0,-65,32.26174493,34.92355456,66.51956477,24,GSM
06:ae:db:b3:03:55,BezeqFree,[WPA2-PSK-CCMP][ESS],03/11/2017 18:49:58,11,-93,32.26183332,34.92294903,66.67504191,24,WIFI
14:ae:db:b3:03:55,GalFranses,[WPA2-PSK-CCMP][ESS],03/11/2017 18:50:01,11,-90,32.26190542,34.92231435,66.91601283,16,WIFI
c4:12:f5:f6:02:e8,gold2,[WPA2-PSK-CCMP][ESS],03/11/2017 18:50:01,9,-95,32.26190542,34.92231435,66.91601283,16,WIFI
42502_22851_5581388,GOLAN T,HSDPA;il,03/11/2017 18:50:01,0,-71,32.26190542,34.92231435,66.91601283,16,GSM
42502_22851_5581388,GOLAN T,HSDPA;il,03/11/2017 18:50:07,0,-73,32.26193922,34.92110093,62.66673414,16,GSM
42502_22851_5581388,GOLAN T,HSDPA;il,03/11/2017 18:50:13,0,-71,32.26185967,34.91983509,63.61774133,16,GSM
c8:3a:35:38:3d:50,Sapir_Up,[WPA2-PSK-CCMP][ESS],03/11/2017 18:50:19,11,-90,32.26171875,34.9184526,61.25686304,16,WIFI
f8:d1:11:9c:7e:a4,bendavid,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],03/11/2017 18:50:19,1,-94,32.26171875,34.9184526,61.25686304,16,WIFI
42502_22851_5581388,GOLAN T,HSDPA;il,03/11/2017 18:50:19,0,-71,32.26171875,34.9184526,61.25686304,16,GSM
14:af:db:c9:c0:32,BezeqFree,[WPA2-PSK-CCMP][ESS],03/11/2017 18:50:22,10,-93,32.26164668,34.91776481,64.78748592,16,WIFI
14:ae:db:c9:c0:32,joshua,[WPA2-PSK-CCMP][ESS],03/11/2017 18:50:22,10,-94,32.26164668,34.91776481,64.78748592,16,WIFI
6c:2e:85:fe:f5:66,benzur,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],03/11/2017 18:50:22,1,-96,32.26164668,34.91776481,64.78748592,16,WIFI
c0:ac:54:f5:9b:c7,nanos,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],03/11/2017 18:50:25,1,-89,32.261601,34.91710869,64.64779579,16,WIFI
00:10:f3:61:67:98,G_wifi,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],03/11/2017 18:50:25,1,-92,32.261601,34.91710869,64.64779579,16,WIFI
e4:6f:13:71:e7:be,Bezeq_WiFi,[ESS],03/11/2017 18:50:25,11,-92,32.261601,34.91710869,64.64779579,16,WIFI
42502_22851_5581388,GOLAN T,HSDPA;il,03/11/2017 18:50:25,0,-73,32.261601,34.91710869,64.64779579,16,GSM
14:af:db:c9:c0:32,BezeqFree,[WPA2-PSK-CCMP][ESS],03/11/2017 18:50:28,10,-92,32.26153308,34.91653653,63.19686673,12,WIFI
10:be:f5:39:b9:46,yaron,[WPA2-PSK-CCMP][ESS],03/11/2017 18:50:28,10,-95,32.26153308,34.91653653,63.19686673,12,WIFI
d8:fb:5e:18:ef:d3,HOTBOX-EFCD,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],03/11/2017 18:50:31,1,-95,32.26144532,34.91612972,61.81815027,16,WIFI
14:58:d0:ff:2c:25,HP-Print-25-Deskjet 4640 series,[ESS],03/11/2017 18:50:31,6,-92,32.26144532,34.91612972,61.81815027,16,WIFI
42502_22851_5581858,GOLAN T,UNKNOWN;il,03/11/2017 18:50:31,0,-77,32.26144532,34.91612972,61.81815027,16,GSM
14:58:d0:ff:2c:25,HP-Print-25-Deskjet 4640 series,[ESS],03/11/2017 18:50:34,6,-87,32.26138594,34.9158564,60.8119194,24,WIFI
42502_22851_5581858,GOLAN T,UNKNOWN;il,03/11/2017 18:50:48,0,-79,32.26121691,34.91491927,55.6806586,24,GSM
42502_22851_5631854,GOLAN T,HSDPA;il,03/11/2017 18:50:54,0,-77,32.26104376,34.91380641,52.92816013,16,GSM
42502_22851_5631857,GOLAN T,HSDPA;il,03/11/2017 18:51:00,0,-69,32.26083328,34.9125082,51.40067371,12,GSM
42502_22851_5631857,GOLAN T,HSDPA;il,03/11/2017 18:51:06,0,-63,32.26069021,34.91111228,52.64061473,24,GSM
42502_22851_5611851,GOLAN T,HSDPA;il,03/11/2017 18:51:09,0,-63,32.26060646,34.91040373,51.16105572,16,GSM
42502_22851_5631856,GOLAN T,HSDPA;il,03/11/2017 18:51:15,0,-69,32.26044586,34.90888886,45.5134989,24,GSM
42502_22851_5631856,GOLAN T,HSDPA;il,03/11/2017 18:51:20,0,-69,32.26030804,34.90754156,45.839182,16,GSM
42502_22851_5631856,GOLAN T,HSDPA;il,03/11/2017 18:51:26,0,-65,32.26012147,34.90600159,46.54921684,16,GSM
42502_22851_5631856,GOLAN T,HSDPA;il,03/11/2017 18:51:32,0,-65,32.25985605,34.9044365,47.10624788,12,GSM
42502_22851_5617105,GOLAN T,HSDPA;il,03/11/2017 18:51:35,0,-67,32.25968383,34.90364676,49.14494751,24,GSM
14:ae:db:3c:eb:72,Elvis wifi,[WPA2-PSK-CCMP][ESS],03/11/2017 18:51:41,1,-89,32.2592325,34.90216775,49.55154367,24,WIFI
42502_22851_5617105,GOLAN T,HSDPA;il,03/11/2017 18:51:41,0,-65,32.2592325,34.90216775,49.55154367,24,GSM
84:a1:d1:0f:3e:bc,HOTFiber-3511,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],03/11/2017 18:51:44,11,-91,32.25896115,34.90150353,53.47179215,16,WIFI
42502_22851_5617102,GOLAN T,HSDPA;il,03/11/2017 18:51:44,0,-65,32.25896115,34.90150353,53.47179215,16,GSM
00:15:6d:72:ce:db,main gaet ap,[ESS],03/11/2017 18:51:50,1,-97,32.25840687,34.90045877,55.24602487,16,WIFI
42502_22851_5617102,GOLAN T,HSDPA;il,03/11/2017 18:51:50,0,-73,32.25840687,34.90045877,55.24602487,16,GSM
dc:ee:06:16:d7:21,Raz_Car,[WPA2-PSK-CCMP][WPS][ESS],03/11/2017 18:51:59,11,-83,32.25769377,34.89925009,48.01163066,16,WIFI
42502_22851_5617102,GOLAN T,HSDPA;il,03/11/2017 18:51:59,0,-73,32.25769377,34.89925009,48.01163066,16,GSM
42502_22851_5617102,GOLAN T,HSDPA;il,03/11/2017 18:52:05,0,-73,32.25716471,34.89821362,42.7626625,16,GSM
42502_22851_5617102,GOLAN T,HSDPA;il,03/11/2017 18:52:11,0,-71,32.25661262,34.89704223,40.98817956,12,GSM
42502_22851_5617102,GOLAN T,HSDPA;il,03/11/2017 18:52:17,0,-61,32.25617442,34.89566263,42.02719851,16,GSM
42502_22851_5617102,GOLAN T,HSDPA;il,03/11/2017 18:52:23,0,-59,32.25586781,34.89438383,47.46072388,12,GSM
42502_22851_5617102,GOLAN T,HSDPA;il,03/11/2017 18:52:38,0,-65,32.25666435,34.89325226,49.79359878,16,GSM
42502_22851_5617102,GOLAN T,HSDPA;il,03/11/2017 18:52:47,0,-65,32.2580128,34.89249154,45.51973479,24,GSM
42502_22851_5617102,GOLAN T,HSDPA;il,03/11/2017 18:52:53,0,-79,32.25914233,34.89240107,43.13462144,16,GSM
42502_22851_5617101,GOLAN T,HSDPA;il,03/11/2017 18:52:56,0,-79,32.25975803,34.89250459,39.49983852,16,GSM
42502_22851_5617101,GOLAN T,HSDPA;il,03/11/2017 18:53:02,0,-79,32.26095792,34.89273893,36.39971232,12,GSM
00:1e:42:14:28:9d,TAMAR WIFI,[WPA2-PSK-CCMP][ESS],03/11/2017 18:53:08,9,-93,32.26221302,34.89294389,34.92221494,12,WIFI
