Time,ID,Lat,Lon,Alt,WiFi networks,SSID1,MAC1,Frequncy1,Signal1,SSID2,MAC2,Frequncy2,Signal2,SSID3,MAC3,Frequncy3,Signal3,SSID4,MAC4,Frequncy4,Signal4,SSID5,MAC5,Frequncy5,Signal5,SSID6,MAC6,Frequncy6,Signal6,SSID7,MAC7,Frequncy7,Signal7,SSID8,MAC8,Frequncy8,Signal8,SSID9,MAC9,Frequncy9,Signal9,SSID10,MAC10,Frequncy10,Signal10
2017-11-03 22:31:58,GT-N7100,32.3524747872174,34.9038235353248,25.9352596165059,1,HOTBOX-215C,7c:b7:33:2e:21:62,6,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03 22:32:02,GT-N7100,32.3524747872174,34.9038235353248,20.1034075308015,4,HOTBOX-215C,7c:b7:33:2e:21:62,6,-89,HOTBOX-0E86,c0:ac:54:f8:d8:a8,11,-94,HOTBOX-1A32,6c:2e:85:fe:ba:ad,1,-96,NETGEAR75,2c:30:33:dc:68:bf,6,-91,,,,,,,,,,,,,,,,,,
2017-11-03 22:32:13,GT-N7100,32.352834594609,34.9039514416082,26.6697789648655,1,NETGEAR75,18:a6:f7:8a:a9:de,6,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03 22:32:16,GT-N7100,32.352834594609,34.9039514416082,25.8417105296184,1,NETGEAR75,2c:30:33:dc:68:bf,6,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03 22:32:19,GT-N7100,32.352834594609,34.9039514416082,25.4358568036955,1,DIRECT-CC-HP DeskJet 3830 series,94:57:a5:4d:20:10,6,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03 22:32:31,GT-N7100,32.3527512455712,34.9038780246912,32.867348917376,1,alperovich,a4:2b:8c:9c:db:65,1,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03 22:32:44,GT-N7100,32.3526149275538,34.9038035262583,33.2021476639713,1,HOTBOX-0E86,c0:ac:54:f8:d8:a8,11,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03 22:32:51,GT-N7100,32.3525408387695,34.9037122418601,33.0260249525551,1,TRAMP,b4:ee:b4:8c:cc:67,1,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03 22:32:52,GT-N7100,32.3525306217817,34.9036902265312,33.0866312662889,1,hotbox 1,c0:ac:54:f8:bc:0e,1,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03 22:32:54,GT-N7100,32.3525092583893,34.9036390950766,33.3176883231539,2,hotbox 1,c0:ac:54:f8:bc:0e,1,-83,asaf,1c:af:f7:77:64:75,6,-93,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03 22:32:57,GT-N7100,32.3524937815733,34.9035265898912,34.0008019984982,1,shelef,14:ae:db:43:ef:cd,6,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03 22:33:08,GT-N7100,32.351979833278,34.9030207529088,41.7082858923362,3,kfar yedidia 3,00:18:25:17:1f:d0,1,-90,Isreali,54:64:d9:5f:70:a3,1,-95,DLINK,5c:d9:98:63:5a:d2,1,-97,,,,,,,,,,,,,,,,,,,,,
2017-11-03 22:33:14,GT-N7100,32.3514041110675,34.9027642244614,40.9913580216736,2,edna,c4:12:f5:f9:0c:5e,1,-83,Rdevries,30:b5:c2:ea:00:2a,1,-92,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03 22:33:17,GT-N7100,32.3511711525027,34.902632378141,39.5080485816893,1,HOTFiber-D313,b4:ee:b4:fe:3c:ba,11,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03 22:33:39,GT-N7100,32.3508149870719,34.902840479185,39.3623913317692,1,,fa:8f:ca:51:9d:7a,11,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,
